Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.	1
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend	1
Lol no. U can trust me.	1
ok. I am a gentleman and will treat you with dignity and respect.	1
He will, you guys close?	1
Going on nothing great.bye	0
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?	1
Haha awesome, be there in a minute	1
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!	0
Have you got Xmas radio times. If not i will get it now	1
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...	1
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk	1
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|	1
Hi :)finally i completed the course:)	1
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.	1
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day	1
Gud mrng dear hav a nice day	0
Did u got that persons story	0
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?	1
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx	1
"Found it, ENC  &lt;#&gt; , where you at?"	1
"I sent you  &lt;#&gt;  bucks"	1
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx	1
"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; ."	1
Goodmorning sleeping ga.	0
U call me alter at 11 ok.	1
Ü say until like dat i dun buy ericsson oso cannot oredi lar...	1
As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.	0
Aight yo, dats straight dogg	1
"You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill"	1
Both :) i shoot big loads so get ready!	1
What's up bruv, hope you had a great break. Do have a rewarding semester.	1
Home so we can always chat	1
K:)k:)good:)study well.	1
Yup... How ü noe leh...	1
Sounds great! Are you home now?	1
Finally the match heading towards draw as your prediction.	1
Tired. I haven't slept well the past few nights.	1
Easy ah?sen got selected means its good..	1
I have to take exam with march 3	1
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.	1
Ok no prob. Take ur time.	1
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..	0
Sorry, I'll call later	1
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.	1
500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18	1
Would really appreciate if you call me. Just need someone to talk to.	1
Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES	1
Hey company elama po mudyadhu.	1
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."	1
Dear good morning now only i am up	1
"Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right."	1
Dear we are going to our rubber place	1
Sorry battery died, yeah I'm here	0
Yes:)here tv is always available in work place..	1
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence	1
"I have printed it oh. So  &lt;#&gt;  come upstairs"	1
Or ill be a little closer like at the bus stop on the same street	1
Where are you?when wil you reach here?	1
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"	1
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597	0
Tomarrow final hearing on my laptop case so i cant.	1
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx	1
Okay. No no, just shining on. That was meant to be signing, but that sounds better.	1
Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...	0
U don't remember that old commercial?	1
Too late. I said i have the website. I didn't i have or dont have the slippers	1
I asked you to call him now ok	1
Kallis wont bat in 2nd innings.	1
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.	1
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	1
Ranjith cal drpd Deeraj and deepak 5min hold	1
Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.	1
What you doing?how are you?	1
Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.	0
I'm back, lemme know when you're ready	1
Don't necessarily expect it to be done before you get back though because I'm just now headin out	1
Mmm so yummy babe ... Nice jolt to the suzy	1
Where are you lover ? I need you ...	1
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW	1
I‘m parked next to a MINI!!!! When are you coming in today do you think?	1
Yup	1
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.	0
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*	0
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698	1
Why you Dint come with us.	1
Same. Wana plan a trip sometme then	1
Not sure yet, still trying to get a hold of him	1
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT	1
The evo. I just had to download flash. Jealous?	1
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.	1
Come to mu, we're sorting out our narcotics situation	1
Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.	1
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	1
Usf I guess, might as well take 1 car	1
No objection. My bf not coming.	1
Thanx...	0
Tell rob to mack his gf in the theater	1
Awesome, I'll see you in a bit	0
Just sent it. So what type of food do you like?	1
All done? All handed in? Celebrations in full swing yet?	1
You got called a tool?	1
Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..	1
Ok. I asked for money how far	1
Okie...	1
Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down	1
K, I might come by tonight then if my class lets out early	1
Ok..	0
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx	1
My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..	1
Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.	1
Hey you told your name to gautham ah?	1
Haf u found him? I feel so stupid da v cam was working.	1
Oops. 4 got that bit.	1
Are you this much buzy	1
I accidentally deleted the message. Resend please.	0
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply	1
Unless it's a situation where YOU GO GURL would be more appropriate	1
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL	1
I cant pick the phone right now. Pls send a message	1
Need a coffee run tomo?Can't believe it's that time of week already	0
Awesome, I remember the last time we got somebody high for the first time with diesel :V	1
Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?	0
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?	1
He is a womdarfull actor	1
SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE	1
Yup... From what i remb... I think should be can book...	1
Jos ask if u wana meet up?	1
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.	1
TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468	1
Where are the garage keys? They aren't on the bookshelf	1
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy	1
Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week	1
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week	1
Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.	1
You made my day. Do have a great day too.	1
K.k:)advance happy pongal.	1
Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...	0
Not really dude, have no friends i'm afraid :(	1
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906	1
Coffee cake, i guess...	1
Merry Christmas to you too babe, i love ya *kisses*	1
Hey... Why dont we just go watch x men and have lunch... Haha	1
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x	1
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week	1
No problem. How are you doing?	1
No calls..messages..missed calls	1
Hi da:)how is the todays class?	1
I'd say that's a good sign but, well, you know my track record at reading women	1
Cool, text me when you're parked	0
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light	0
K.k:)apo k.good movie.	1
Maybe i could get book out tomo then return it immediately ..? Or something.	1
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!	1
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.	1
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.	1
Ta-Daaaaa! I am home babe, are you still up ?	1
Cool. So how come you havent been wined and dined before?	1
Just sleeping..and surfing	1
Sorry, I'll call later	1
U calling me right? Call my hand phone...	1
Ok that's great thanx a lot.	1
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him	1
Where u been hiding stranger?	1
Am not interested to do like that.	1
My sister cleared two round in birla soft yesterday.	1
Gudnite....tc...practice going on	1
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.	0
One small prestige problem now.	1
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X	1
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month	1
Nah can't help you there, I've never had an iphone	1
If you're not in my car in an hour and a half I'm going apeshit	0
TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD	1
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed	1
"&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF."	1
Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.	1
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16	1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL	1
I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.	1
Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted	1
Ha ha cool cool chikku chikku:-):-DB-)	1
Oh ok no prob..	1
Check audrey's status right now	1
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...	1
Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always	1
Well i know Z will take care of me. So no worries.	0
Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=	1
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546	1
Wat uniform? In where get?	1
Cool, text me when you're ready	1
Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...	1
I will spoil you in bed as well :)	1
"I'm going for bath will msg you next  &lt;#&gt;  min.."	1
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay	1
Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994	1
Can you say what happen	1
You could have seen me..i did't recognise you Face.:)	1
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going	1
Keep my payasam there if rinu brings	1
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..	1
I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.	1
Yeah sure, give me a couple minutes to track down my wallet	1
Hey leave it. not a big deal:-) take care.	1
Hey i will be late ah... Meet you at 945+	0
